latitude,longitude,rock_group,rock_type,density_model,thermal_conductivity,heat_production,heat_production_mass
-78.1399352,162.955534,metamorphic,metaplutonic,2620.247155,4.586875485,1.349207113,0.000514916
-78.1399352,162.955534,metamorphic,metaplutonic,2624.233798,4.586836991,1.25243678,0.000477258
-78.1399352,162.955534,metamorphic,metaplutonic,2640.643663,4.586986968,0.936276747,0.000354564
-78.13890549,162.9008662,metamorphic,metasedimentary,2796.04736,4.588060188,2.313326076,0.000827356
-78.12774565,163.0119603,metamorphic,metasedimentary,2955.273423,4.58637156,3.377042836,0.001142718
-78.11729232,163.9570682,metamorphic,metaplutonic,2613.631019,4.586922374,0.622907276,0.00023833
-78.11654316,163.7630165,igneous,plutonic,2694.152489,4.587197574,1.60212359,0.000594667
-78.11654316,163.7630165,igneous,plutonic,2854.069539,4.588292939,0.488096869,0.000171018
-78.11612265,163.8916309,metamorphic,metaplutonic,2639.447073,4.586875555,1.320475124,0.000500285
-78.1157632,163.7644564,igneous,plutonic,2682.097427,4.587322382,2.224751715,0.000829482
-78.1157632,163.7644564,igneous,plutonic,2705.796279,4.587443893,1.681988773,0.000621624
-78.1157632,163.7644564,igneous,plutonic,2738.321593,4.587651719,1.201434405,0.000438748
-78.1157632,163.7644564,igneous,plutonic,2792.316394,4.588383051,1.184611757,0.00042424
-78.11419315,163.7975848,igneous,plutonic,2608.625854,4.586995477,4.266420753,0.001635505
-78.11083337,163.7900248,igneous,plutonic,2703.893519,4.587302598,2.271545963,0.000840102
-78.11083306,163.8657515,metamorphic,metaplutonic,2597.322322,4.58690227,1.028732116,0.000396074
-78.10806305,163.9079494,metamorphic,metaplutonic,2605.257314,4.586988622,1.035942767,0.000397635
-78.10023241,164.1729671,igneous,plutonic,2617.176615,4.586995891,4.736990189,0.001809962
-78.10023241,164.1729671,igneous,plutonic,2631.155428,4.587230858,2.493640252,0.000947736
-78.10023241,164.1729671,igneous,plutonic,2643.335588,4.587346817,2.104576875,0.000796182
-78.10023241,164.1729671,igneous,plutonic,2653.981817,4.587309625,2.803773207,0.00105644
-78.10023241,164.1729671,igneous,plutonic,2672.170607,4.587251477,2.757227199,0.001031831
-78.10023241,164.1729671,igneous,plutonic,2757.21656,4.588089007,2.430066646,0.000881348
-78.1,163.85,igneous,plutonic,2653.849943,4.587263218,2.022827559,0.000762224
-78.08569396,163.9939835,igneous,plutonic,2590.357793,4.587003037,1.725993713,0.000666315
-78.08569396,163.9939835,igneous,plutonic,2603.874285,4.587037607,2.73574697,0.001050645
-78.078198,163.867237,not defined,not defined,2632.070003,4.587000394,2.584950194,0.000982098
-78.078198,163.867237,igneous,plutonic,2724.334523,4.587666725,1.095459818,0.000402102
-78.078198,163.867237,igneous,plutonic,2724.334523,4.587666725,1.095477102,0.000402108
-78.0779245,163.9700738,igneous,plutonic,2754.699039,4.587540954,1.518027868,0.000551069
-78.0779245,163.9700738,igneous,plutonic,2765.323116,4.587898695,1.960803925,0.000709069
-78.0779245,163.9700738,igneous,plutonic,2771.407512,4.587852618,1.80483388,0.000651234
-78.0779245,163.9700738,igneous,plutonic,2778.607502,4.588030181,1.516407302,0.000545744
-78.0779245,163.9700738,igneous,plutonic,2780.274908,4.587942241,1.971911913,0.000709251
-78.072606,163.895484,igneous,plutonic,2747.518063,4.587624652,1.347094463,0.000490295
-78.07258416,164.1273665,igneous,plutonic,2736.311014,4.587662828,1.105573169,0.000404038
-78.07258416,164.1273665,igneous,plutonic,2737.918275,4.587465231,2.968595519,0.001084253
-78.07258416,164.1273665,igneous,plutonic,2784.672786,4.588580092,0.746004588,0.000267897
-78.06667,163.91667,igneous,plutonic,2758.081226,4.587714309,1.451552693,0.000526291
-78.06667,164.16667,igneous,plutonic,2602.986217,4.586942437,2.380275842,0.00091444
-78.06667,164.16667,igneous,plutonic,2636.820875,4.587102624,3.444320859,0.00130624
-78.06667,164.16667,igneous,plutonic,2682.315869,4.587273546,1.699244234,0.000633499
-78.06364645,163.6937144,igneous,plutonic,2654.490824,4.587209674,1.482499492,0.000558487
-78.06364645,163.6937144,igneous,plutonic,2659.115618,4.587205429,1.412482924,0.000531185
-78.06364645,163.6937144,igneous,plutonic,2682.601725,4.587397436,1.355595546,0.000505329
-78.06364645,163.6937144,igneous,plutonic,2713.198768,4.587491254,1.129251506,0.000416207
-78.06364645,163.6937144,igneous,plutonic,2716.652962,4.587563169,1.17679873,0.00043318
-78.060358,163.849165,igneous,plutonic,2819.501628,4.588233625,0.708686445,0.000251352
-78.05547655,163.7815699,igneous,plutonic,2716.941149,4.587991395,1.021597777,0.00037601
-78.05547655,163.7815699,igneous,plutonic,2774.281609,4.588009912,1.504697928,0.000542374
-78.05547655,163.7815699,igneous,plutonic,2784.21363,4.588159326,1.62673671,0.000584272
-78.05547655,163.7815699,igneous,plutonic,2794.594325,4.588249497,1.265635228,0.000452887
-78.03413813,163.6909217,igneous,plutonic,2761.60264,4.587878807,1.851616022,0.000670486
-78.03413813,163.6909217,igneous,plutonic,2816.431862,4.5882254,1.577826572,0.000560222
-78.03333,164.16667,igneous,plutonic,2698.516353,4.587387346,1.760567051,0.00065242
-78.03333,164.16667,igneous,plutonic,2854.82589,4.588750682,1.144369053,0.000400854
-77.8906464,161.3352579,igneous,volcanic,2894.101333,4.588313614,1.48585494,0.000513408
-77.8906464,161.3352579,igneous,volcanic,2902.027444,4.588476892,1.004236831,0.000346047
-77.89002643,161.3355178,igneous,volcanic,2858.063789,4.588252176,0.92641427,0.000324141
-77.88956657,161.3106188,igneous,volcanic,2914.690351,4.588460941,0.814209007,0.000279347
-77.88956657,161.3106188,igneous,volcanic,2923.621859,4.588885829,1.880443326,0.00064319
-77.88956657,161.3106188,igneous,volcanic,2924.765918,4.588482469,1.244273688,0.000425427
-77.88948646,161.3357578,igneous,volcanic,2900.018399,4.588585256,0.860385009,0.000296683
-77.8887765,161.3366577,igneous,volcanic,2899.07778,4.588575487,0.579079046,0.000199746
-77.8887765,161.3366577,igneous,volcanic,2905.215622,4.588534192,0.582782265,0.000200599
-77.88847654,161.3303079,igneous,volcanic,2908.375118,4.588501424,1.148711569,0.000394967
-77.88847654,161.3303079,igneous,volcanic,2909.021481,4.588601791,0.644009286,0.000221383
-77.88828652,161.3373776,igneous,volcanic,2900.227694,4.588606649,1.188730207,0.000409875
-77.88823653,161.3353377,igneous,volcanic,2919.317048,4.588693013,0.894480403,0.000306401
-77.88784655,161.3373475,igneous,volcanic,2902.519758,4.588642739,1.556298205,0.000536189
-77.88760656,161.3367875,igneous,volcanic,2911.800651,4.588557298,1.061522682,0.000364559
-77.88736658,161.3359675,igneous,volcanic,2905.074847,4.588657383,1.197924074,0.000412356
-77.88696661,161.3347076,igneous,volcanic,2908.544018,4.588635214,1.18539842,0.000407557
-77.88669663,161.3334076,igneous,volcanic,2893.822684,4.588539796,1.273555984,0.000440095
-77.88669663,161.3334076,igneous,volcanic,2900.122564,4.588459279,1.206448162,0.000415999
-77.88669663,161.3334076,igneous,volcanic,2900.65428,4.588427568,0.987552549,0.000340459
-77.88669663,161.3334076,igneous,volcanic,2905.392771,4.588460952,0.926179648,0.000318779
-77.88451671,161.3437369,igneous,volcanic,2904.266075,4.58841577,1.631578963,0.000561787
-77.88435672,161.342667,igneous,volcanic,2925.206095,4.589062248,0.746825734,0.000255307
-77.88407674,161.341487,igneous,volcanic,2925.985789,4.588892467,0.555278505,0.000189775
-77.88369677,161.339347,igneous,volcanic,2918.480336,4.588758129,0.480052486,0.000164487
-77.88333,163.48333,igneous,plutonic,2622.374962,4.587054436,2.764343572,0.001054137
-77.88330681,161.3370771,igneous,volcanic,2919.279219,4.588874251,0.687588661,0.000235534
-77.88325686,161.3261075,igneous,volcanic,2919.469816,4.588589972,0.769355317,0.000263526
-77.88322687,161.3227277,igneous,volcanic,2900.462778,4.588412392,1.341995949,0.000462683
-77.88304684,161.3322273,igneous,volcanic,2630.6261,4.58711884,2.541653644,0.000966178
-77.88304684,161.3322273,igneous,volcanic,2649.279166,4.587169417,2.07531972,0.000783353
-77.88304684,161.3322273,igneous,volcanic,2917.858209,4.588803139,0.989573348,0.000339144
-77.88300683,161.3345072,igneous,volcanic,2921.689908,4.588901505,1.201179188,0.000411125
-77.88252693,161.3183678,igneous,volcanic,2924.416183,4.589050912,1.119469648,0.000382801
-77.88221696,161.3164578,igneous,volcanic,2622.884045,4.587123703,2.472069326,0.0009425
-77.88221696,161.3164578,igneous,volcanic,2923.076898,4.589022139,0.900323427,0.000308005
-77.88065706,161.3134078,igneous,plutonic,2618.593064,4.587027413,2.900450651,0.001107637
-77.88065706,161.3134078,igneous,plutonic,2626.410201,4.586976607,3.373084314,0.001284295
-77.88065706,161.3134078,igneous,plutonic,2717.998409,4.586781149,2.215659203,0.00081518
-77.88065706,161.3134078,igneous,plutonic,2746.87485,4.587363967,1.343097483,0.000488955
-77.88065706,161.3134078,igneous,plutonic,2775.096691,4.587446297,1.412312734,0.000508924
-77.88065706,161.3134078,igneous,plutonic,2962.454637,4.586224064,2.454741683,0.000828617
-77.87991715,161.3024282,igneous,volcanic,2930.476239,4.589013674,1.176294881,0.000401401
-77.87899719,161.305168,igneous,volcanic,2741.378917,4.587206189,2.748548041,0.001002615
-77.87899719,161.305168,igneous,volcanic,2912.429555,4.588716259,0.840966086,0.000288751
-77.87308351,162.2147692,igneous,plutonic,2724.57013,4.587358499,1.594902101,0.000585378
-77.86824808,161.2429295,igneous,volcanic,2860.753742,4.587936093,1.104331898,0.000386028
-77.86824808,161.2429295,igneous,volcanic,2885.341962,4.588270441,1.17355694,0.000406731
-77.86824808,161.2429295,igneous,volcanic,2888.060234,4.588200092,1.513251102,0.000523968
-77.86824808,161.2429295,igneous,volcanic,2888.352964,4.588230902,1.570948444,0.000543891
-77.86824808,161.2429295,igneous,volcanic,2889.342255,4.588311299,1.450506294,0.00050202
-77.86824808,161.2429295,igneous,volcanic,2890.306587,4.58831562,0.903926952,0.000312744
-77.86824808,161.2429295,igneous,volcanic,2895.114124,4.588398143,0.824422642,0.000284763
-77.86819807,161.2466093,igneous,volcanic,2817.160614,4.587416112,2.661759249,0.000944838
-77.86819807,161.2466093,igneous,volcanic,2881.073864,4.587928265,1.102949763,0.000382826
-77.86819807,161.2466093,igneous,volcanic,2881.264534,4.588249829,1.114638159,0.000386857
-77.86819807,161.2466093,igneous,volcanic,2887.722244,4.588247114,0.969412555,0.000335701
-77.86760805,161.2571288,igneous,volcanic,2894.450544,4.588606121,1.015336131,0.000350787
-77.86760805,161.2571288,igneous,volcanic,2896.616068,4.588479912,1.142616528,0.000394466
-77.86760805,161.2571288,igneous,volcanic,2897.812996,4.588423493,1.02221275,0.000352753
-77.86760805,161.2571288,igneous,volcanic,2911.813554,4.588580374,0.582069228,0.000199899
-77.86733806,161.2593387,igneous,volcanic,2912.767564,4.588788005,0.853999229,0.000293192
-77.86733806,161.2593387,igneous,volcanic,2918.331995,4.58883908,1.200505355,0.000411367
-77.86714806,161.2615186,igneous,volcanic,2897.197469,4.588586271,1.645094433,0.000567823
-77.86714806,161.2615186,igneous,volcanic,2908.023446,4.588587144,0.933071931,0.000320861
-77.86714806,161.2615186,igneous,volcanic,2918.233891,4.588710247,1.665535481,0.000570734
-77.86682806,161.2656084,igneous,volcanic,2887.817543,4.588543549,1.308983165,0.000453278
-77.86682806,161.2656084,igneous,volcanic,2892.29944,4.588299167,1.641007291,0.000567371
-77.86682806,161.2656084,igneous,volcanic,2892.535086,4.588329685,1.023183165,0.000353732
-77.86682806,161.2656084,igneous,volcanic,2894.109495,4.588254209,1.252231998,0.000432683
-77.86682806,161.2656084,igneous,volcanic,2899.705156,4.58838205,1.005190699,0.000346653
-77.86548324,162.3761116,igneous,plutonic,2644.289933,4.586972561,1.305970803,0.000493883
-77.86326356,162.3329832,igneous,plutonic,2645.306835,4.586956488,2.192813105,0.000828945
-77.86326356,162.3329832,igneous,plutonic,2707.562731,4.587274696,1.666237845,0.000615401
-77.86276355,162.3416528,igneous,plutonic,2643.655397,4.586922888,1.301443257,0.000492289
-77.86275362,162.3259335,igneous,plutonic,2708.026953,4.587387253,1.744390567,0.000644156
-77.85833333,162.3666667,igneous,plutonic,2645.306835,4.586956488,2.192813105,0.000828945
-77.85489333,162.4946556,igneous,plutonic,2666.112383,4.587285765,2.185263886,0.000819644
-77.85489333,162.4946556,igneous,plutonic,2913.364555,4.589085474,1.768060077,0.000606879
-77.85226,162.47446,igneous,plutonic,2653.834566,4.587101063,3.194397289,0.001203691
-77.8507537,162.4633865,metamorphic,metasedimentary,2792.58663,4.587499473,0.958470301,0.00034322
-77.8507537,162.4633865,metamorphic,metaigneous,2923.947088,4.589348584,1.609127631,0.000550327
-77.8507537,162.4633865,metamorphic,metaigneous,2973.393195,4.589733837,1.375119922,0.000462475
-77.85,166.6666667,igneous,volcanic,2614.349031,4.587560623,3.877785048,0.00148327
-77.8086171,162.2297222,igneous,plutonic,2621.441528,4.586925809,1.119589835,0.000427089
-77.8086171,162.2297222,igneous,plutonic,2640.320674,4.586968892,1.416297081,0.000536411
-77.80449704,162.296209,metamorphic,metaplutonic,2651.654136,4.586813037,0.875608628,0.000330212
-77.80449704,162.296209,metamorphic,metaplutonic,2672.949626,4.587012702,1.051599878,0.000393423
-77.80449704,162.296209,metamorphic,metaplutonic,2720.7476,4.587290267,1.619418338,0.000595211
-77.80408721,162.2639503,metamorphic,metaplutonic,2621.68327,4.586968272,1.919775777,0.000732268
-77.80408721,162.2639503,metamorphic,metaplutonic,2659.704408,4.587057044,0.776021753,0.00029177
-77.80408721,162.2639503,metamorphic,metaplutonic,2660.031929,4.587030646,1.204926477,0.000452974
-77.80408721,162.2639503,metamorphic,metaplutonic,2664.844546,4.587057281,0.809567188,0.000303795
-77.80408721,162.2639503,metamorphic,metaplutonic,2702.983505,4.586978821,0.960833558,0.000355471
-77.80408721,162.2639503,metamorphic,metaplutonic,2824.796417,4.588665672,0.924113907,0.000327144
-77.80408715,162.2758898,igneous,plutonic,2564.306168,4.586871384,2.268099979,0.000884489
-77.80408715,162.2758898,igneous,plutonic,2573.235493,4.586872153,2.47730809,0.000962721
-77.80408715,162.2758898,igneous,plutonic,2610.724163,4.586803421,3.657803584,0.001401069
-77.80408715,162.2758898,igneous,plutonic,2620.52998,4.586767338,2.688608402,0.001025979
-77.80408614,162.5119899,metamorphic,metaplutonic,2637.962289,4.586965221,1.600243547,0.000606621
-77.80333333,162.2666667,metamorphic,metaplutonic,2660.031929,4.587030646,1.23216512,0.000463214
-77.80333333,162.2666667,metamorphic,metaplutonic,2664.844546,4.587057281,0.843677081,0.000316595
-77.80327778,162.1422054,igneous,plutonic,2659.735286,4.586907792,1.444037971,0.000542925
-77.79591736,162.3350466,igneous,plutonic,2609.04453,4.586970649,1.638482307,0.000628001
-77.79081741,162.3904337,igneous,plutonic,2686.904669,4.587302588,2.678487867,0.000996867
-77.79081741,162.3904337,igneous,plutonic,2702.762264,4.587303451,2.630173392,0.000973143
-77.7668693,162.2675566,igneous,plutonic,2644.675934,4.587108312,1.456597895,0.000550766
-77.7668693,162.2675566,igneous,plutonic,2692.367733,4.587178254,1.640186806,0.000609199
-77.7666667,166.85,igneous,volcanic,2699.653946,4.587947916,2.576940759,0.000954545
-77.7666667,166.85,igneous,volcanic,2792.516732,4.58871654,1.920624032,0.000687775
-77.7666667,166.85,igneous,volcanic,2923.686427,4.589642104,1.038453835,0.000355186
-77.7666667,166.85,igneous,volcanic,3003.903023,4.591323656,0.769174937,0.000256059
-77.75422084,162.0778833,igneous,plutonic,2626.799307,4.586910794,1.858206499,0.000707403
-77.75422084,162.0778833,igneous,plutonic,2627.592875,4.58705236,3.269403042,0.001244258
-77.75422084,162.0778833,igneous,plutonic,2672.595805,4.587343908,2.526057861,0.00094517
-77.74656077,162.1938777,igneous,plutonic,2676.904318,4.587269359,2.015720806,0.000753004
-77.74656077,162.1938777,igneous,plutonic,2847.900211,4.588459982,1.491560064,0.00052374
-77.74576096,162.160329,igneous,plutonic,2599.203308,4.586915048,1.64706179,0.000633679
-77.74576096,162.160329,igneous,plutonic,2614.516068,4.586928393,2.653628524,0.00101496
-77.74576096,162.160329,metamorphic,metaplutonic,2621.509803,4.58689192,0.796821236,0.000303955
-77.74576096,162.160329,igneous,plutonic,2631.543297,4.586805867,0.96117886,0.000365253
-77.74576096,162.160329,metamorphic,metaplutonic,2638.949869,4.587002844,1.402790152,0.000531571
-77.74576096,162.160329,metamorphic,metasedimentary,2650.132391,4.586824907,0.313331299,0.000118232
-77.74576096,162.160329,metamorphic,metaplutonic,2701.905647,4.5869796,0.818032709,0.000302761
-77.74576096,162.160329,igneous,plutonic,2712.961037,4.587259354,1.746514628,0.000643767
-77.74576096,162.160329,metamorphic,metasedimentary,2722.30198,4.58711478,0.511841828,0.000188018
-77.74576096,162.160329,metamorphic,metasedimentary,2774.122343,4.587515404,1.039768255,0.00037481
-77.745,162.1666667,metamorphic,metaplutonic,2638.949869,4.587002844,1.416301195,0.000536691
-77.74333333,162.1833333,igneous,plutonic,2672.595805,4.587343908,2.526057861,0.00094517
-77.74333333,162.2,igneous,plutonic,2625.732944,4.586910016,0.992952404,0.000378162
-77.73945096,162.241625,igneous,plutonic,2622.86267,4.587024358,1.578157521,0.000601693
-77.73945096,162.241625,igneous,plutonic,2634.850606,4.586961486,1.958349158,0.000743249
-77.73945096,162.241625,igneous,plutonic,2704.771947,4.587362612,2.391126886,0.00088404
-77.73830101,162.2466047,igneous,plutonic,2641.520416,4.587139645,2.651969646,0.001003956
-77.73769103,162.2500245,igneous,plutonic,2598.026936,4.586928784,0.754603483,0.000290453
-77.73403121,162.2553539,igneous,plutonic,2638.781458,4.586939528,1.059317506,0.000401442
-77.73392123,162.2512941,igneous,plutonic,2663.303453,4.587426482,1.909565281,0.000716991
-77.73333,162.7,igneous,plutonic,2735.353311,4.587441483,2.485952071,0.000908823
-77.73333,162.7,igneous,plutonic,2744.460155,4.587614579,1.921313182,0.00070007
-77.73242213,162.0650617,metamorphic,metasedimentary,2636.470728,4.586880658,0.665984063,0.000252604
-77.73242213,162.0650617,metamorphic,metasedimentary,2687.661052,4.586952268,0.557900064,0.000207578
-77.73063248,162.0086639,metamorphic,metaplutonic,2675.207616,4.587128113,1.69704987,0.000634362
-77.7300726,161.9876447,metamorphic,metaplutonic,2662.357874,4.587013311,1.867000615,0.000701258
-77.73,162.2666667,igneous,plutonic,2663.303453,4.587426482,1.909565281,0.000716991
-77.72963844,162.9586341,metamorphic,metaplutonic,2706.307669,4.587221989,1.685413499,0.000622772
-77.72963844,162.9586341,metamorphic,metaplutonic,2820.765551,4.587752937,1.313847799,0.000465777
-77.72963844,162.9586341,metamorphic,metaplutonic,2821.004165,4.587775248,1.684154216,0.000597005
-77.72714248,162.0533917,igneous,plutonic,2572.776872,4.58698841,1.378580956,0.000535834
-77.72714248,162.0533917,metamorphic,metasedimentary,2639.974177,4.587272079,2.093042886,0.000792827
-77.72714248,162.0533917,metamorphic,metasedimentary,2663.994877,4.587515019,2.550519147,0.000957404
-77.72714248,162.0533917,igneous,plutonic,2680.619663,4.586996721,3.527393415,0.001315887
-77.72714248,162.0533917,metamorphic,metaigneous,2802.537573,4.588125692,1.676050991,0.000598048
-77.72714248,162.0533917,metamorphic,metaigneous,2878.308289,4.588358866,1.20778932,0.000419618
-77.72714248,162.0533917,metamorphic,metaigneous,2923.92301,4.588984711,0.674771785,0.000230776
-77.72714248,162.0533917,metamorphic,metaigneous,2994.030352,4.58941706,0.499287444,0.000166761
-77.72714228,162.0989498,metamorphic,metasedimentary,2586.20186,4.587071184,3.012636348,0.001164888
-77.72714228,162.0989498,metamorphic,metasedimentary,2587.761507,4.587015346,4.352060992,0.001681786
-77.72605215,162.1424879,igneous,plutonic,2504.196442,4.587134302,2.174072225,0.000868172
-77.72605215,162.1424879,igneous,plutonic,2510.415052,4.587184258,3.115130562,0.001240883
-77.72605215,162.1424879,igneous,plutonic,2640.788187,4.587085308,2.230936254,0.000844799
-77.72605215,162.1424879,igneous,plutonic,2700.115644,4.587324915,1.736351669,0.000643066
-77.72353226,162.1508873,igneous,plutonic,2715.080317,4.587474571,3.004576158,0.001106625
-77.72211146,162.3526387,igneous,plutonic,2793.199358,4.58778736,0.920994531,0.000329727
-77.72197248,162.1212584,igneous,plutonic,2700.113932,4.587376751,1.522499178,0.000563865
-77.72197248,162.1212584,igneous,plutonic,2768.050271,4.587960057,1.335765064,0.000482565
-77.71864243,162.1761558,igneous,plutonic,2661.423551,4.587129403,2.523412086,0.000948144
-77.71864243,162.1761558,igneous,plutonic,2691.14823,4.587348911,2.3238767,0.000863526
-77.71751246,162.1833453,igneous,plutonic,2785.137059,4.588127496,2.823266221,0.00101369
-77.71209275,162.1874647,igneous,plutonic,2765.144442,4.58822751,2.20985772,0.000799183
-77.71133277,162.1929844,igneous,plutonic,2809.360275,4.589356393,1.84388912,0.000656338
-77.71080276,162.200134,igneous,plutonic,2619.887688,4.586895005,2.148175389,0.000819949
-77.71009278,162.2066837,igneous,plutonic,2605.817036,4.587439051,2.817972984,0.001081416
-77.71,162.2666667,igneous,plutonic,2655.734403,4.587111189,2.679956404,0.001009121
-77.70997277,162.2089936,igneous,plutonic,2623.52469,4.586995083,2.497603483,0.000952003
-77.70997277,162.2089936,igneous,plutonic,2785.150926,4.588291928,2.080578457,0.000747025
-77.70993238,162.3000898,igneous,plutonic,2691.444395,4.587285237,1.49904286,0.000556966
-77.70979236,162.3057195,igneous,plutonic,2759.337552,4.587862868,0.924840638,0.000335168
-77.7095328,162.2092635,igneous,plutonic,2612.986035,4.587050806,1.368680457,0.000523799
-77.70952281,162.2073936,igneous,plutonic,2718.3038,4.587524844,1.467870748,0.000539995
-77.70931248,162.2852003,igneous,plutonic,2655.734403,4.587111189,2.679956404,0.001009121
-77.70822262,162.266431,igneous,plutonic,2635.423372,4.587126307,2.575833196,0.000977389
-77.70819261,162.2699608,igneous,plutonic,2620.392461,4.58698868,1.78388964,0.000680772
-77.70626416,161.9399044,igneous,plutonic,2755.530037,4.587429291,0.591894746,0.000214803
-77.6833333,166.3833333,igneous,volcanic,2695.945231,4.587703329,2.697765663,0.001000675
-77.68141218,162.7228294,igneous,plutonic,2621.135438,4.586898727,1.163517421,0.000443898
-77.68141218,162.7228294,igneous,plutonic,2723.905483,4.587466599,1.191223977,0.000437322
-77.68141218,162.7228294,igneous,plutonic,2738.06162,4.587364491,0.529691489,0.000193455
-77.6666667,166.7666667,igneous,volcanic,2795.407387,4.588177316,1.805653335,0.000645936
-77.66617329,162.6628705,igneous,plutonic,2739.68843,4.587598006,0.786943941,0.000287238
-77.66548301,162.7377973,metamorphic,metasedimentary,2784.970751,4.58718412,1.396326375,0.000501379
-77.54351459,161.6613903,igneous,plutonic,2692.79669,4.587306353,2.542734317,0.000944273
-77.53333333,167.1666667,igneous,volcanic,2625.800078,4.587427794,1.662356502,0.000633086
-77.53,161.68,igneous,plutonic,2712.249161,4.587413005,2.442320832,0.000900478
-77.52181579,161.667488,igneous,plutonic,2692.131438,4.587548672,2.200030703,0.000817208
-77.52181556,161.7194858,igneous,plutonic,2747.480733,4.587398113,2.673914262,0.000973224
-77.52181551,161.7299854,igneous,plutonic,2651.675085,4.58712944,2.622052176,0.000988829
-77.52181551,161.7299854,igneous,plutonic,2708.468215,4.587483557,2.775754,0.001024843
-77.52181551,161.7299854,igneous,plutonic,2756.434916,4.587883237,2.772990062,0.001006006
-77.52181122,162.7194448,igneous,plutonic,2842.454045,4.588431073,1.269545769,0.000446637
-77.52166667,161.6666667,igneous,plutonic,2692.131438,4.587548672,2.200030703,0.000817208
-77.52166667,161.7333333,igneous,plutonic,2756.434916,4.587883237,2.772990062,0.001006006
-77.52,162.31,igneous,plutonic,2684.781333,4.587107177,0.653474084,0.000243399
-77.52,162.32,metamorphic,metaplutonic,2597.917114,4.586953553,2.734485682,0.001052568
-77.52,162.32,metamorphic,metaplutonic,2687.601859,4.58730852,2.145110698,0.00079815
-77.52,162.32,metamorphic,metaplutonic,2711.871988,4.58740944,3.410512984,0.001257623
-77.52,162.32,metamorphic,metaplutonic,2853.221368,4.588863435,0.743525595,0.000260592
-77.52,162.33,metamorphic,metaplutonic,2631.422766,4.586949954,0.893465565,0.000339537
-77.52,162.33,metamorphic,metaplutonic,2750.939268,4.587589513,1.10121073,0.000400304
-77.52,162.33,metamorphic,metasedimentary,2801.276195,4.587120757,1.074711987,0.000383651
-77.52,162.34,metamorphic,"not defined, metamorphic",2699.279813,4.587159632,1.185104679,0.000439045
-77.52,162.34,metamorphic,"not defined, metamorphic",2699.826913,4.587177774,1.10700993,0.00041003
-77.52,162.35,metamorphic,metaplutonic,2710.358958,4.587311925,3.220656922,0.001188277
-77.52,162.36,metamorphic,metaplutonic,2633.572112,4.586926028,1.458516051,0.000553817
-77.52,162.36,metamorphic,metaplutonic,2644.950006,4.586972966,1.303549032,0.000492844
-77.52,162.36,metamorphic,metaplutonic,2669.60634,4.587446137,2.464889825,0.000923316
-77.52,162.37,metamorphic,metaplutonic,2611.576563,4.586959756,2.334151866,0.000893771
-77.52,162.37,metamorphic,"not defined, metamorphic",2802.987937,4.587766954,1.388748709,0.000495453
-77.52,162.38,metamorphic,metaplutonic,2675.60291,4.587290337,1.220493992,0.000456157
-77.52,162.38,metamorphic,metaplutonic,2822.543857,4.588016983,0.775216964,0.000274652
-77.51833333,161.8666667,igneous,plutonic,2734.290273,4.587416813,1.958588861,0.000716306
-77.5182151,161.8694794,igneous,plutonic,2734.290273,4.587416813,1.958588861,0.000716306
-77.51401449,162.063371,igneous,plutonic,2656.841303,4.587193256,1.507230265,0.000567302
-77.51,162.29,metamorphic,metaplutonic,2661.059429,4.587184274,1.347107182,0.00050623
-77.51,162.29,metamorphic,metaplutonic,2688.234002,4.587307535,1.599532385,0.000595012
-77.51,162.33,metamorphic,metaplutonic,2650.686249,4.587156185,2.156395758,0.000813524
-77.51,162.33,metamorphic,metaplutonic,2651.790842,4.58682312,0.999553776,0.000376935
-77.51,162.33,metamorphic,metaplutonic,2745.791306,4.587689645,1.313190896,0.000478256
-77.51,162.4,metamorphic,metaplutonic,2843.615682,4.588290989,1.59584269,0.000561202
-77.51,162.4,metamorphic,"not defined, metamorphic",2873.588768,4.58819854,1.777553996,0.000618583
-77.50711456,162.1363674,igneous,plutonic,2856.246197,4.589323665,6.497849399,0.002274961
-77.50021511,162.0991683,igneous,plutonic,2676.952268,4.587077454,1.74630873,0.00065235
-77.5,162.38,metamorphic,"not defined, metamorphic",2718.146742,4.587651765,1.666857942,0.000613233
-77.5,162.39,metamorphic,"not defined, metamorphic",2797.112528,4.58795529,3.089213968,0.00110443
-77.5,162.7,igneous,plutonic,2629.648829,4.587226346,2.613729828,0.000993946
-77.5,162.7,metamorphic,"not defined, metamorphic",2740.431372,4.587565124,1.70468335,0.000622049
-77.49851461,162.2383624,igneous,plutonic,2718.948609,4.587338784,1.177929943,0.00043323
-77.49461477,162.2508616,igneous,plutonic,2752.150333,4.587415614,1.668922506,0.000606407
-77.49321485,162.2508614,metamorphic,metasedimentary,2679.856005,4.586977421,2.668757054,0.000995858
-77.49321485,162.2508614,igneous,plutonic,2769.425398,4.588273902,1.377198051,0.000497287
-77.49181486,162.2674606,igneous,plutonic,2830.725452,4.588952638,3.457690703,0.001221486
-77.49181484,162.2716604,metamorphic,metasedimentary,2682.38539,4.58725311,1.254655094,0.000467739
-77.49181474,162.2938595,metamorphic,metaplutonic,2701.756647,4.587379791,0.682133743,0.000252478
-77.4902149,162.27806,metamorphic,metaplutonic,2680.744486,4.587244874,1.735403726,0.000647359
-77.4902149,162.27806,metamorphic,metasedimentary,2682.831735,4.586815007,1.197799531,0.000446468
