X,Y,Name,Lo,La,Uncertaint,Type,Input,Measured,Predicted,Error,Mis_Shen,StdError,Stdd_Error,NormValue,Source_ID,Field15,Iso_35_1,Iso_25_1,Ocean_1
-2579977.123,1550206.651,,-59,-62.8,0,6,36,25,0,-11.02929671,0,6.403136663,-1.722483415,-1.808247532,166,0,32.54399872,22.54400063,9.178500175
-2698317.331,1621312.622,,-59,-61.6,0,6,14,20,0,6.077889973,0,6.523867622,0.931639071,0.909347052,167,0,33.63999939,23.63999939,8.172400475
-2596929.401,1566567.97,,-58.9,-62.6,0,6,15,25,0,10.34518509,0,6.402600342,1.615778674,1.559996302,168,0,30.54500008,20.54500008,9.940099716
-2454433.873,1492319.186,,-58.7,-64,0,6,38,31,0,-7.27682254,0,6.722208714,-1.082504702,-1.212102035,169,0,34.71699905,24.71699905,7.107800007
-2576138.223,1578659.534,,-58.5,-62.7,0,6,32,23,0,-9.275242523,0,6.361998531,-1.457913339,-1.589816944,170,0,32.47800064,22.47800064,8.982600212
-2674233.902,1638772.643,,-58.5,-61.7,0,6,23,18,0,-5.116104711,0,6.503828651,-0.786629689,-0.827564129,171,0,34.31000137,24.30999947,8.030400276
-2475788.276,1523115.11,ESPZ,-58.4,-63.7,2,4,36,32,0,-3.895407603,0,6.567595197,-0.593125411,-0.700445895,172,0,36.06499863,26.06500053,6.751699924
-2538581.808,1573987.407,,-58.2,-63,0,6,32,25,0,-6.656817587,0,6.470401657,-1.028810565,-1.14306392,173,0,34.61899948,24.61899948,8.062999725
-2594313.876,1614818.167,,-58.1,-62.4,0,6,30,22,0,-7.832795078,0,6.42785815,-1.218569996,-1.370932916,174,0,30.07099915,20.07099915,9.684700012
-2591491.537,1619343.637,,-58,-62.4,0,6,14,24,0,10.11962654,0,6.410821891,1.578522491,1.504199064,175,0,30.07099915,20.07099915,9.684700012
-2559465.59,1605549.738,,-57.9,-62.7,0,6,15,26,0,10.80520731,0,6.416736183,1.683910168,1.605273027,176,0,33.22499847,23.22500038,8.476400375
-2588661.304,1623864.175,,-57.9,-62.4,0,6,14,23,0,8.635444579,0,6.411817729,1.34680132,1.151395141,177,0,29.87700081,19.87700081,9.753100395
-2502603.924,1588200.744,,-57.6,-63.2,0,6,41,25,0,-15.97067405,0,6.573556114,-2.429533388,-2.283937321,178,0,34.63499832,24.63500023,7.928899765
-2521960.16,1600484.585,,-57.6,-63,0,6,18,27,0,9.056999049,0,6.542136736,1.384409928,1.203156755,179,0,33.77099991,23.77099991,8.262599945
-2654951.668,1691390.752,,-57.5,-61.6,0,6,22,20,0,-2.425615478,0,6.538079599,-0.370998156,-0.4505366,180,0,33.91199875,23.91200066,8.128499985
-3215894.009,2072502.263,,-57.2,-55.8,0,6,12,11,0,-0.634218975,0,8.163499048,-0.0776896,-0.090725315,181,0,23.95700073,13.95699978,11.61499977
-2588834.183,1687639.772,,-56.9,-62.1,0,6,13,21,0,8.128776953,0,6.466030262,1.257151084,1.056197915,182,0,33.64899826,23.64900017,8.22879982
-2566631.054,1679556.299,,-56.8,-62.3,0,6,32,19,0,-13.2476513,0,6.507026767,-2.035899309,-2.095297244,183,0,31.46500015,21.46500015,9.130900383
-2634648.543,1743835.829,,-56.5,-61.5,0,6,20,20,0,-0.003694086,0,6.615062227,-0.000558436,0.017258198,184,0,33.69800186,23.69799995,7.952199936
-1261653.329,850995.9159,D200,-56,-76.06,1,1,33,33,39.25500107,-0.470304305,6.255001068,6.510622795,-0.072236454,-0.082064357,185,0,33.82899857,23.82900047,16.28000069
-2581098.388,1740972.846,,-56,-61.9,0,6,17,21,0,3.662826604,0,6.632711677,0.552236669,0.651645408,186,0,32.39099884,22.39100075,8.502599716
-2619578.291,1786955.153,,-55.7,-61.4,0,6,21,20,0,-1.187807922,0,6.880099987,-0.172643991,-0.173438996,187,0,34.73799896,24.73800087,7.554900169
-1279331.49,875976.5535,13,-55.6,-75.8,1,3,35,32,37.68899918,-3.168806795,2.688999176,6.500383211,-0.487479998,-0.553334448,188,0,33.80500031,23.80500031,15.88300037
-1286889.322,884454.5268,,-55.5,-75.7,0,6,27,33,37.63899994,6.082016774,10.63899994,6.539337891,0.930066144,0.896376634,189,0,33.83800125,23.83799934,15.87100029
-2963585.769,2067426.068,,-55.1,-57.6,0,6,13,14,0,1.437261594,0,8.043125274,0.178694419,0.270760988,190,0,23.6420002,13.6420002,11.5880003
-1270088.306,889325.4063,RIS56,-55,-75.8,1,2,27,33,37.76599884,6.048114982,10.76599884,6.496256734,0.931015388,0.902842857,191,0,33.80899811,23.80900002,15.7670002
-1235355.672,881170.6373,,-54.5,-76.1,0,6,35,32,38.40599823,-2.798257964,3.40599823,6.475990407,-0.432097299,-0.498828564,192,0,33.85300064,23.85300064,15.84799957
-1182837.173,878452.4093,,-53.4,-76.5,0,6,34,33,39.68899918,-0.648822306,5.688999176,6.435160414,-0.100824574,-0.11240896,193,0,33.875,23.875,15.98499966
-621962.764,465287.594,DUFK,-53.2,-82.86,5,4,37,37,36.12200165,0.287803045,0.877998352,4.927577872,0.058406595,0.095058307,194,0,38.11999893,28.12000084,6.337800026
-1167882.454,880062.5531,12,-53,-76.6,1,3,33,34,39.90299988,0.562867277,6.902999878,6.422319083,0.087642372,0.14285745,195,0,34.04899979,24.04899979,15.54899979
-1148786.631,868820.5056,,-52.9,-76.8,0,6,37,33,40.6570015,-3.76331784,3.657001495,6.434283925,-0.584885262,-0.673136294,196,0,34.09500122,24.09499931,15.74699974
-1142693.174,876819.3116,D320,-52.5,-76.8,1,1,32,34,40.54499817,1.860679878,8.544998169,6.417719452,0.289928516,0.412651047,197,0,34.09500122,24.09499931,15.74699974
-1140544.89,897520.3262,,-51.8,-76.7,0,6,32,34,39.85900116,1.734599214,7.85900116,6.43121616,0.269715583,0.389273281,198,0,34.14899826,24.14900017,15.43099976
-1095243.478,883750.0785,,-51.1,-77.1,0,6,37,33,40.84199905,-4.455684671,3.841999054,6.240239829,-0.714024588,-0.779889167,199,0,34.24499893,24.24500084,14.92500019
-3289014.878,2740303.886,,-50.2,-52,0,6,10,11,0,0.676814175,0,10.79618729,0.062690111,0.099393084,200,0,28.58799934,18.58799934,13.45800018
-1090104.277,924475.6568,11,-49.7,-76.9,1,3,32,33,40.24200058,0.913046074,8.24200058,6.273023478,0.145551197,0.226261193,201,0,34.30799866,24.30800056,14.11100006
-1047110.413,907035.4926,,-49.1,-77.3,0,6,34,33,40.50299835,-1.270410414,6.502998352,6.245857838,-0.203400469,-0.217417541,202,0,34.36700058,24.36700058,14.04599953
-1053824.104,916075.3176,D420,-49,-77.2,1,1,30,33,40.41999817,3.317018054,10.41999817,6.239547297,0.531611974,0.635723021,203,0,34.36700058,24.36700058,14.04599953
-1001946.152,924569.2984,,-47.3,-77.5,0,6,32,33,40.24700165,0.888308379,8.247001648,6.035656281,0.147176767,0.235122576,204,0,34.38700104,24.38699913,13.2329998
-981018.6937,914814.7317,D500,-47,-77.7,1,1,29,33,40.10100174,4.391328673,11.10100174,6.29291784,0.697820754,0.762463974,205,0,34.42200089,24.42200089,13.43700027
-955093.0828,941849.7087,,-45.4,-77.7,0,6,36,33,39.7179985,-3.396673719,3.717998505,6.057320731,-0.560755138,-0.635723021,206,0,34.35300064,24.35300064,12.58500004
-915778.9803,965029.6886,,-43.5,-77.8,0,6,34,34,39.13899994,-0.464048314,5.138999939,6.058724668,-0.076591748,-0.086394026,207,0,33.75600052,23.75600052,12.46500015
-881141.6649,982048.4337,,-41.9,-77.9,0,6,34,34,38.56900024,-0.082213458,4.569000244,6.293810092,-0.01306259,0,208,0,33.24499893,23.24500084,12.35900021
-872813.3578,1004056.912,D640,-41,-77.8,1,1,32,34,38.63600159,2.485965177,6.636001587,6.07372339,0.409298385,0.528364863,209,0,32.80899811,22.80900002,12.21100044
-849859.9879,1009241.181,,-40.1,-77.9,0,6,34,34,38.56000137,0.451591313,4.560001373,6.121111465,0.073776032,0.129793523,210,0,32.46300125,22.46299934,12.04699993
-2423906.013,3036374.618,,-38.6,-55.3,0,6,13,10,0,-3.28667481,0,7.844959373,-0.418953707,-0.479378303,211,0,25.66699982,15.66699982,10.84399986
-812306.8768,1039705.39,,-38,-77.9,0,6,34,35,39.27399826,1.348639071,5.27399826,6.31496414,0.213562427,0.329438288,212,0,32.00899887,22.00900078,10.35700035
-2372035.176,3047013.351,,-37.9,-55.5,0,6,10,11,0,1.430289745,0,7.819517827,0.18291278,0.2842121,213,0,25.15200043,15.15200043,10.9630003
-781982.7135,1076306.869,D780,-36,-77.8,1,1,41,34,40.93399811,-7.457066768,0.066001892,6.659158454,-1.119821194,-1.287458295,214,0,33.22200012,23.22200012,8.784600258
-1723192.97,3296164.141,,-27.6,-56.7,0,6,6,12,0,6.018082068,0,11.99993933,0.501509375,0.614740164,215,0,27.90699959,17.90699959,9.810199738
-966908.9229,1982457.079,,-26,-69.9,0,6,10,19,0,9.042821371,0,11.80614507,0.765941916,0.791638598,216,0,22.94799995,12.94799995,14.78199959
-561912.5963,2237067.815,96110B,-14.1,-69,1,3,14,29,0,15.1220563,0,8.3005742,1.82180846,1.745516481,217,0,22.56999969,12.56999969,13.96000004
-417855.0183,1675924.94,P1begin,-14,-74.2,1,1,38,38,0,-0.036038422,0,4.026025951,-0.008951363,0.008628785,218,0,33.7859993,23.7859993,7.747799873
-381077.0493,1650626.045,AWI2,-13,-74.5,1,3,46,41,0,-5.047485387,0,3.130486419,-1.612364569,-1.67129021,219,0,33.82400131,23.8239994,7.818600178
-369026.1275,1637498.069,AWI3,-12.7,-74.64,1,3,44,43,0,-1.047996025,0,3.012323158,-0.347902921,-0.407957828,220,0,36.76900101,26.7689991,6.931399822
-345447.9671,1545445.366,P1end,-12.6,-75.5,1,1,40,49,0,9.033127282,0,4.453351374,2.028388628,2.023425876,221,0,39.63399887,29.63400078,6.258600235
-390621.107,1761977.949,96110E,-12.5,-73.5,1,3,23,40,0,16.52528702,0,4.368755921,3.782607066,3.134551484,222,0,35.75799942,25.75799942,7.199200153
-438725.6359,1978963.457,SAE33B,-12.5,-71.5,1,1,32,34,0,2.439893754,0,5.122545861,0.476304912,0.573560785,223,0,34.0340004,24.0340004,7.368000031
-353817.9551,1622755.67,AWI4,-12.3,-74.8,1,3,42,44,0,2.352847189,0,3.027137465,0.777251518,0.797554449,224,0,38.31399918,28.31399918,6.509200096
-336254.2003,1609558.073,MUC6,-11.8,-74.95,1,3,46,45,0,-1.160991758,0,2.991836897,-0.388053159,-0.460107741,225,0,41.74100113,31.74099922,5.587500095
-350949.2259,1679899.192,P2begin,-11.8,-74.3,1,1,38,39,0,1.492397212,0,3.450421793,0.432526022,0.548313357,226,0,34.38700104,24.38699913,7.75
-323126.7688,1595343.674,MUC7,-11.45,-75.1,1,3,48,47,0,-1.340683917,0,3.008130596,-0.445686739,-0.518469405,227,0,43.09899902,33.09899902,5.241300106
-308480.1423,1586992.755,MUC8,-11,-75.2,1,3,52,45,0,-6.566859488,0,3.25665064,-2.016445795,-2.023425876,228,0,41.04700089,31.04700089,5.979000092
-304685.4821,1643935.752,P2end,-10.5,-74.7,1,1,40,45,0,5.245627981,0,3.310120156,1.58472434,1.517708986,229,0,42.11299896,32.11299896,5.438899994
-379552.8829,2047884.098,SAE34B,-10.5,-71,1,1,33,35,0,2.444751797,0,3.293362173,0.742327041,0.785750324,230,0,34.93199921,24.93199921,7.142399788
-368413.2878,2027247.377,,-10.3,-71.2,0,6,33,35,0,1.698471978,0,3.167964516,0.536139837,0.641012397,231,0,34.23400116,24.23399925,7.291500092
-358304.831,2074363.724,,-9.8,-70.8,0,6,40,34,0,-6.145491366,0,3.477972906,-1.766975055,-1.879025863,232,0,33.93000031,23.93000031,9.955400467
-302215.1379,1768031.377,9172,-9.7,-73.6,2,4,43,41,0,-1.802144515,0,3.05211371,-0.590457855,-0.694942681,233,0,36.43600082,26.43600082,7.173900127
-343407.5119,2009016.691,VNAE3,-9.7,-71.4,2,4,35,35,0,-0.187287624,0,3.230503369,-0.05797475,-0.051795153,234,0,35.34899902,25.34900093,7.199399948
-287163.3264,1694214.773,WEIGEL,-9.62,-74.28,2,4,42,43,0,0.856526799,0,3.658625853,0.234111613,0.347713885,235,0,41.85499954,31.85499954,5.406199932
-299128.8823,1768556.149,9172,-9.6,-73.6,2,4,44,41,0,-3.009653082,0,3.064593415,-0.982072554,-1.063764356,236,0,36.99700165,26.99699974,7.038599968
-312521.3039,1867553.671,9170,-9.5,-72.7,2,4,37,36,0,-0.886458909,0,4.156913013,-0.213249329,-0.226261193,237,0,36.7840004,26.7840004,6.839600086
-259818.9089,1640432.03,9173,-9,-74.8,2,4,48,43,0,-4.800676988,0,3.646709112,-1.31644089,-1.477973765,238,0,42.86199951,32.86199951,5.492899895
-317094.4953,2002055.85,,-9,-71.5,0,6,36,35,0,-0.50574409,0,3.416995603,-0.148008411,-0.151580161,239,0,34.01300049,24.01300049,10.30500031
-304467.0191,2099872.478,Neum,-8.25,-70.65,2,4,32,37,0,4.625903954,0,3.097407815,1.49347591,1.328038971,240,0,34.29000092,24.29000092,9.501700401
-316191.2692,2194215.399,,-8.2,-69.8,0,6,26,36,0,9.523516782,0,4.788217604,1.988948199,1.932026133,241,0,29.92900085,19.92900085,10.46399975
-296608.5462,2084080.272,,-8.1,-70.8,0,6,38,35,0,-3.460585445,0,3.134608075,-1.103993023,-1.267940278,242,0,34.34500122,24.34499931,9.612600327
-304479.1115,2139381.746,,-8.1,-70.3,0,6,36,32,0,-4.180879786,0,3.437028769,-1.216422691,-1.359973816,243,0,33.18099976,23.18099976,9.574299812
-274357.4335,1952154.575,,-8,-72,0,6,36,36,0,0.259591388,0,3.753348457,0.069162613,0.116751712,244,0,35.47900009,25.47900009,7.193799973
-265236.0317,2099559.382,SAE33E,-7.2,-70.7,1,1,32,37,0,5.103581041,0,2.841583747,1.796034006,1.726055954,245,0,34.52700043,24.52700043,10.06200027
-238162.1366,1912079.861,,-7.1,-72.4,0,6,37,37,0,-0.07326021,0,3.720823092,-0.019689248,-0.008628785,246,0,39.32500076,29.32500076,6.192100048
-261571.2072,2100019.108,,-7.1,-70.7,0,6,40,33,0,-6.516479866,0,2.8137021,-2.315980738,-2.228945135,247,0,34.40399933,24.40399933,9.727399826
-260628.1779,2122646.17,,-7,-70.5,0,6,34,34,0,0.464401668,0,3.168336641,0.14657586,0.23068962,248,0,33.9280014,23.9279995,9.908900261
-228553.2713,2103868.616,,-6.2,-70.7,0,6,34,35,0,1.112277485,0,3.801666404,0.292576299,0.422064945,249,0,34.4679985,24.46800041,7.202499866
-171868.3926,1629745.918,9169,-6.02,-75,2,4,42,46,0,4.235428207,0,4.707413812,0.899735689,0.889947674,250,0,40.56499863,30.56500053,6.409999847
-190230.0828,1872780.271,,-5.8,-72.8,0,6,37,38,0,1.37062941,0,3.935810573,0.348245777,0.479378303,251,0,42.52799988,32.52799988,5.464399815
-151945.8955,1809475.41,SAE34E,-4.8,-73.4,1,1,39,39,0,0.386459167,0,4.628189037,0.083501163,0.138500208,252,0,39.42900085,29.42900085,6.466599941
-99494.19175,2005608.404,SNAA,-2.84,-71.67,2,4,39,36,0,-3.029912714,0,5.945518595,-0.509612856,-0.57865392,253,0,36.90200043,26.90200043,6.724599838
0,1.245065275,SPA,0,-90,1,4,34,43,39.52199936,9.141476909,5.521999359,5.846206173,1.563659686,1.465233798,254,0,38.81900024,28.81900024,7.116300106
0,1638783.238,Kohnen,0,-75,2,4,43,41,0,-1.691267732,0,7.191881856,-0.235163448,-0.261820869,255,0,39.44200134,29.44199944,6.913300037
252126.4844,2439777.558,96100B,5.9,-67.7,1,3,16,24,0,7.80967898,0,8.750440156,0.892489845,0.877198806,256,0,23.72400093,13.72399998,12.23999977
236764.6713,2215462.795,96100E,6.1,-69.7,1,3,25,27,0,2.462431805,0,5.976630936,0.412010016,0.538312332,257,0,31.09600067,21.09600067,9.484499931
347824.8227,2103317.601,West,9.39,-70.56,1,1,34,35,0,0.943967156,0,4.663859222,0.202400439,0.315803772,258,0,34.56399918,24.56399918,7.334700108
390585.7192,1916365.869,WM72,11.52,-72.14,2,4,47,46,0,-0.569866023,0,4.322792249,-0.131828223,-0.134145595,259,0,44.24700165,34.24700165,5.073500156
407540.7699,1992444.708,WM73,11.56,-71.44,2,4,44,43,0,-1.066997031,0,3.936988814,-0.271018558,-0.315803772,260,0,41.12900162,31.12899971,5.565199852
432377.4004,2062479.693,NOVO,11.84,-70.78,2,4,42,37,0,-5.334703728,0,3.239961714,-1.646532953,-1.688986441,261,0,34.06900024,24.06900024,9.484900475
444855.8738,2057539.905,,12.2,-70.8,0,6,37,40,0,2.893872945,0,3.240220404,0.893109907,0.883555289,262,0,35.09199905,25.09199905,7.191400051
449809.2125,1914764.703,WM79,13.22,-72.04,2,4,49,45,0,-4.422550489,0,4.272819326,-1.035042709,-1.168301849,263,0,44.31100082,34.31100082,4.980000019
503533.7729,2115251.089,Lazarev,13.39,-70.18,1,1,29,36,0,6.945019061,0,4.56339424,1.52189767,1.393359233,264,0,34.09700012,24.09700012,10.43900013
535323.0546,2010479.751,East,14.91,-71.02,1,1,38,41,0,3.338098319,0,3.860534219,0.864672641,0.864590942,265,0,35.37799835,25.37800026,7.313399792
381332.9891,1423154.09,,15,-76.5,0,6,36,48,0,11.73957788,0,8.737004364,1.34366167,1.134811292,266,0,40.88899994,30.88899994,6.640699863
561982.2356,2040263.639,,15.4,-70.7,0,6,40,36,0,-4.252449662,0,4.098154529,-1.037649906,-1.176881796,267,0,33.79499817,23.79500008,7.643799782
1645643.179,2113921.744,,37.9,-65.7,0,6,10,37,0,26.87711316,0,10.97532231,2.448867778,2.283937321,268,0,22.39800072,12.39799976,14.95600033
1462487.938,1783633.148,Syowa,39.35,-69,2,4,36,38,0,2.158707549,0,3.98797477,0.541304214,0.646319768,269,0,34.49599838,24.49600029,11.72399998
1481588.368,1761937.843,J99-S1,40.06,-69.04,1,3,37,39,0,1.563350875,0,3.162234547,0.494381695,0.604349938,270,0,35.59999847,25.60000038,12.03299999
1498190.868,1744885.296,J99-S2,40.65,-69.06,1,3,39,40,0,0.912152446,0,2.87408585,0.317371329,0.455316957,271,0,36.34700012,26.34700012,6.956799984
1499821.031,1737559.388,,40.8,-69.1,0,6,42,39,0,-2.619576194,0,2.80359153,-0.934364427,-0.94921177,272,0,37.2179985,27.21800041,6.752099991
1495506.143,1726459.513,,40.9,-69.2,0,6,41,40,0,-0.889590643,0,2.879325929,-0.308957952,-0.356895036,273,0,37.2179985,27.21800041,6.752099991
1430753.526,1634336.586,J01-SP1,41.2,-70.2,1,2,40,41,0,0.708950669,0,4.185190319,0.169395085,0.261820869,274,0,37.65999985,27.65999985,6.844600201
1500120.61,1707551.458,J99-S3,41.3,-69.3,1,3,40,41,0,0.826796581,0,3.008214992,0.274846241,0.393931438,275,0,37.06200027,27.06200027,6.938499928
1468949.312,1660345.161,J01-SP2,41.5,-69.8,1,2,40,41,0,0.839640053,0,3.223179445,0.260500561,0.375348874,276,0,37.39400101,27.3939991,6.868400097
1497090.586,1680297.639,,41.7,-69.5,0,6,42,41,0,-1.476831862,0,2.967959983,-0.497591568,-0.558369528,277,0,37.20199966,27.20199966,6.916399956
1498370.58,1664109.118,J99-S4,42,-69.6,1,3,41,41,0,0.031753913,0,2.962749739,0.010717717,0.038838766,278,0,37.44400024,27.44400024,6.893599987
1536405.654,1682578.886,J01-SP5,42.4,-69.25,1,2,40,41,0,0.637181708,0,3.149031225,0.202342137,0.311272073,279,0,37.15299988,27.15299988,6.990600109
1490139.588,1626202,,42.5,-69.9,0,6,40,42,0,1.618524865,0,2.851825702,0.567539897,0.662352611,280,0,38.13399887,28.13400078,6.754600048
1500552.983,1631839.11,J99-S5,42.6,-69.8,1,3,42,41,0,-0.957531952,0,2.886895504,-0.331682235,-0.389273281,281,0,37.9070015,27.90699959,6.861000061
1558127.415,1688526.507,J01-SP6,42.7,-69.08,1,2,40,40,0,0.296029367,0,3.291622876,0.089934169,0.147217406,282,0,37.67100143,27.67099953,6.798799992
1498633.896,1618377.391,,42.8,-69.9,0,6,42,41,0,-0.657197962,0,2.872596383,-0.228781866,-0.239560157,283,0,39.18299866,29.18300056,6.453700066
1594550.273,1712940.329,J01-SP7,42.95,-68.7,1,2,40,40,0,-0.180925612,0,4.387518994,-0.041236428,-0.047475498,284,0,37.0340004,27.0340004,6.895199776
1497351.473,1588950.786,,43.3,-70.1,0,6,42,42,0,0.090489044,0,2.925536606,0.030930751,0.056115774,285,0,39.23799896,29.23800087,6.500800133
1492437.541,1578208.45,J99-S6,43.4,-70.2,1,3,43,42,0,-1.21156311,0,2.882795228,-0.420273732,-0.484223607,286,0,39.75,29.75,6.362299919
1490226.473,1564891.959,,43.6,-70.3,0,6,42,42,0,0.208822626,0,3.18245595,0.065616816,0.11240896,287,0,39.75,29.75,6.362299919
1524854.434,1562576.394,MZH,44.3,-70.1,1,2,42,42,0,0.238361362,0,3.766519226,0.063284255,0.10372973,288,0,39.65599823,29.65600014,6.445000172
747849.4197,602146.4607,GM05,51.16,-81.18,6,5,49,47,52.92300034,-2.233784451,3.923000336,4.353103328,-0.513147583,-0.583762109,290,0,40.68299866,30.68300056,6.916900158
1071797.91,750480.9759,,55,-78,0,6,39,48,49.34199905,8.8203332,10.34199905,6.135806353,1.437518183,1.25835992,291,0,39.81100082,29.81100082,7.045000076
1046555.102,604472.4389,N215,59.99,-78.91,6,5,49,44,48.3730011,-4.730910968,0.626998901,4.155294909,-1.138525922,-1.307479493,292,0,40.63700104,30.63699913,6.805699825
666709.7018,367891.7204,GM04,61.11,-83,4,5,48,47,52.36199951,-1.34566449,4.361999512,5.248869377,-0.256372257,-0.297714835,294,0,42.8219986,32.8219986,6.150300026
1027720.823,526817.0065,N206,62.86,-79.4,4,5,47,47,47.7820015,-0.308227329,0.782001495,4.513076779,-0.068296496,-0.077736227,296,0,42.10300064,32.10300064,6.343200207
2193522.553,1122482.201,MAW,62.9,-67.6,2,4,44,37,0,-6.800348086,0,7.038763671,-0.966128201,-1.026518672,298,0,34.54299927,24.54299927,10.85099983
2499786.4,1219227.292,PMSA,64,-64.8,2,4,36,41,0,4.999889104,0,9.506381013,0.525950843,0.630451371,299,0,26.56599998,16.56599998,14.22700024
1708340.846,826948.0323,CRES,64.17,-72.66,2,4,33,36,0,2.749225604,0,6.102009684,0.450544287,0.563418803,300,0,37.20999908,27.20999908,6.94119978
1977064.852,886040.8001,Jack,65.86,-70.25,2,4,38,32,0,-6.153978337,0,5.972943599,-1.030309132,-1.151395141,301,0,39.8390007,29.8390007,5.936100006
1008700.851,449946.6163,N198,65.96,-79.86,4,5,50,48,49.70500183,-1.938474906,0.294998169,4.499978538,-0.430774256,-0.493948567,302,0,41.6609993,31.6609993,6.559899807
1814627.592,770263.7137,A,67,-72,1,2,32,35,0,2.651251775,0,4.398866005,0.602712556,0.689460433,304,0,39.70399857,29.70400047,5.898900032
1869164.88,778441.0296,FISHER,67.39,-71.52,2,4,41,30,0,-11.04730446,0,4.126322348,-2.677276163,-2.420702859,305,0,38.75899887,28.75900078,6.127900124
2295402.234,920419.7733,ROTH,68.15,-67.52,5,5,33,36,0,2.942927074,0,6.541151352,0.449909644,0.558369528,306,0,34.02099991,24.02099991,11.63799953
1954128.54,782782.7665,BVLK,68.17,-70.8,2,4,30,31,0,0.900306609,0,3.911203584,0.230186588,0.343134326,307,0,37.25799942,27.25799942,6.47149992
1961630.607,779041.718,BEAVER,68.34,-70.75,1,2,30,30,0,0.134075661,0,3.939364261,0.034034847,0.060437443,308,0,35.02299881,25.02300072,6.994999886
1739435.423,680976.9549,NMES,68.62,-72.93,2,4,33,32,0,-0.965435429,0,5.316603242,-0.181588767,-0.186593515,309,0,39.42599869,29.4260006,5.963900089
1888313.446,721454.4433,C,69.09,-71.55,1,2,24,32,0,8.10067207,0,4.259614804,1.901738172,1.808247532,310,0,32.36600113,22.36599922,8.002300262
985929.5031,369997.4868,N190,69.43,-80.33,5,5,47,50,51.40499878,3.266138631,4.404998779,4.982105536,0.655573955,0.711516545,312,0,43.06600189,33.06600189,6.139999866
1967640.345,716162.5174,,70,-70.9,0,6,23,29,0,5.827219792,0,4.530292309,1.286278985,1.071392193,313,0,31.05500031,21.05500031,12.46800041
2145971.228,681566.7275,D,72.38,-69.49,1,2,24,32,0,8.139326977,0,5.177781173,1.571971991,1.477973765,314,0,33.00699997,23.00699997,11.85200024
2045496.922,642980.7528,REIN,72.55,-70.45,2,4,30,29,0,-1.221351503,0,5.142163198,-0.237517064,-0.266288268,315,0,33.81700134,23.81699944,11.45800018
965146.2261,291578.64,N182,73.19,-80.74,4,5,54,53,49.65299988,-1.099325393,4.347000122,5.258421582,-0.209059958,-0.221837198,316,0,45.0890007,35.0890007,5.481699944
2139075.41,619435.1123,AMERY,73.85,-69.71,1,2,30,31,0,0.678748604,0,4.999259513,0.135769828,0.213002127,318,0,36.05400085,26.05400085,10.87300014
1807550.959,484331.8198,GROV,75,-72.9,2,4,36,40,0,3.642170174,0,5.547463051,0.656546991,0.717084658,319,0,40.18199921,30.18199921,6.116099834
2201266.712,533762.6573,ZHSH,76.37,-69.37,2,4,38,33,0,-4.891500855,0,5.202547072,-0.940212705,-0.96972037,320,0,33.40299988,23.40299988,11.54300022
1363647.26,315324.1904,CHNB,76.98,-77.17,2,4,54,52,48.92900085,-2.070579909,5.070999146,5.834337961,-0.354895435,-0.417353373,321,0,39.78099823,29.78100014,6.813600063
1202226.621,277334.8822,CHNA,77.01,-78.68,2,4,43,54,51.06700134,11.18157366,8.067001343,5.414561948,2.065092941,2.095297244,322,0,44.77899933,34.77899933,5.320899963
1642205.076,378227.3377,DT154,77.03,-74.58,2,4,47,46,0,-1.196711617,0,6.137392098,-0.194986991,-0.199780404,323,0,41.40000153,31.39999962,6.147999763
1444411.879,332406.7917,EAGLE,77.04,-76.42,2,4,56,49,46.66500092,-6.713820074,9.334999084,5.969259669,-1.124732454,-1.297403886,324,0,37.41400146,27.41399956,7.606200218
1107403.121,254442.9698,P116,77.06,-79.57,4,5,53,53,51.04299927,-0.152731431,1.957000732,5.298043351,-0.028827894,-0.012943371,326,0,46.00299835,36.00299835,5.103700161
1016894.406,232899.9097,DOMEA,77.1,-80.42,2,4,58,53,52.95999908,-5.055779636,5.040000916,5.339210107,-0.946915281,-0.976647786,327,0,44.62200165,34.62200165,5.685800076
583213.9844,132288.8949,P061,77.22,-84.5,5,5,43,41,44.92399979,-1.941005925,1.923999786,5.589373921,-0.347267145,-0.39859816,329,0,40.12099838,30.12100029,6.991799831
855701.6479,192683.768,P090,77.31,-81.94,3,5,57,50,49.0340004,-7.131068063,7.965999603,5.398195586,-1.321009576,-1.490958238,330,0,45.64799881,35.64799881,5.269000053
673804.5671,151477.74,P071,77.33,-83.65,4,5,41,44,48.62200165,2.594703593,7.622001648,5.345213384,0.485425634,0.588885577,332,0,43.71900177,33.71900177,5.765600204
763239.2727,171163.7421,P080,77.36,-82.81,5,5,47,46,49.68299866,-1.313596563,2.682998657,5.350033381,-0.245530536,-0.2842121,334,0,44.46300125,34.46300125,5.598999977
944734.2185,209961.5677,N173,77.47,-81.11,5,5,55,53,53.06700134,-1.635612986,1.932998657,5.229547991,-0.31276374,-0.366106371,336,0,45.63000107,35.63000107,5.304100037
1184941.497,259225.732,P124,77.66,-78.87,4,5,55,52,50.94599915,-3.128082254,4.054000854,5.305632484,-0.589577635,-0.689460433,337,0,45.42399979,35.42399979,5.11950016
1962501.707,425383.6076,LT892,77.77,-71.67,2,4,44,37,0,-6.947066458,0,6.289831589,-1.104491648,-1.277638446,339,0,39.32799911,29.32799911,6.592400074
